Wrong,Right
"We went there 3 years ago and I  had  only 19 years old and as everyone  know   that the majority ,  for beeing when you are able to go out in the USA, is 21 years old.","We went there 3 years ago and I  was  only 19 years old and as everyone  knows   age of majority ,  being when you are able to go out in the USA, is 21 years old."
"If you  don't have not reached the  majority  your  aren't allowed to drink or smoke, or, even  worth , to go  in  a bar.","If you  your  majority  you  aren't allowed to drink or smoke, or, even  worse , to go  into  a bar."
"So one night Pat, who was 5 years older than I, and  me  decided to go  out in  a bar even if we knew I wasn't allowed in it.","So one night Pat, who was 5 years older than I, and  I  decided to go  to  a bar even if we knew I wasn't allowed in it."
"At the entrance, the security guard asked for my identity card, Pat gave hers and told him that  I've forgot I'd left it at home.","At the entrance, the security guard asked for my identity card, Pat gave hers and told him that  I'd forgotten I'd left it at home."
"The man said it was OK  for this time and we get  in quite  easely ,  we've  made it.","The man said it was OK  got  in quite  easily ,  we'd  made it."
After a few hours of dancing we started to  be  thirsty.,After a few hours of dancing we started to  get  thirsty.
We went  at  the bar and  ask  for an  drink with alcohol .,We went  to  the bar and  asked  for an  alcoholic drink .
Of course by the time we  get   in it we forgot  all the stuff about the majority.,Of course by the time we  got   had forgotten  all the stuff about the majority.
The barman asked me my age and Pat told him without thinking  any time  19 years old!,The barman asked me my age and Pat told him without thinking  anytime  19 years old!
"The manager came, he called the police and the beginning of a great evening , ending  with a night in jail and an expensive fine!","The manager came, he called the police and the beginning of a great evening ended  with a night in jail and an expensive fine!"
Thank you Pat for keeping  so well a secret !!,Thank you Pat for keeping  a secret so well !!
"During my last holiday  week in London I went to the Circle Theatre after reading the advertisement of  the ""Over the rainbow"" show.","During my last holiday  for  the ""Over the rainbow"" show."
I wanted to spend my  leisure  time well by taking in that cultural event.,I wanted to spend my  free  time well by taking in that cultural event.
"Unfortunately,  the  different actor stood in for  in it .","Unfortunately,  a  different actor stood in for  him ."
The time of the beginning of the show was written  at  half past two p.m.,The time of the beginning of the show was written  as  half past two p.m.
Lack of  my time made me to go   at  the evening show.,Lack of  go   to  the evening show.
"And unfortunately again,  from  some  reasons , it was  postponed to  quarter past eight.","And unfortunately again,  for  some  reason , it was  delayed until  quarter past eight."
